hour_number_dec,hour_number,price,demand,capacity
2023-12-29 01:00:00,20231229-1,24.54,13902,26501
2023-12-29 02:00:00,20231229-2,26.43,13435,26363
2023-12-29 03:00:00,20231229-3,23.3,13130,25991
2023-12-29 04:00:00,20231229-4,24.38,12895,25599
2023-12-29 05:00:00,20231229-5,22.89,13001,25699
2023-12-29 06:00:00,20231229-6,25.22,13332,25743
2023-12-29 07:00:00,20231229-7,25.92,13988,25731
2023-12-29 08:00:00,20231229-8,26.59,14609,25810
2023-12-29 09:00:00,20231229-9,27.39,15273,25902
2023-12-29 10:00:00,20231229-10,26.77,15688,25956
2023-12-29 11:00:00,20231229-11,27.51,16002,25920
2023-12-29 12:00:00,20231229-12,27.99,16171,25967
2023-12-29 13:00:00,20231229-13,27.64,16204,25942
2023-12-29 14:00:00,20231229-14,27.57,16188,25952
2023-12-29 15:00:00,20231229-15,26.48,16249,26031
2023-12-29 16:00:00,20231229-16,26.46,16353,26146
2023-12-29 17:00:00,20231229-17,29.99,16908,26330
2023-12-29 18:00:00,20231229-18,34.93,17472,26311
2023-12-29 19:00:00,20231229-19,29.1,16996,26474
2023-12-29 20:00:00,20231229-20,25.99,16459,26054
2023-12-29 21:00:00,20231229-21,26.08,16295,26076
2023-12-29 22:00:00,20231229-22,25.76,15963,26519
2023-12-29 23:00:00,20231229-23,26.63,15383,26318
2023-12-30 00:00:00,20231230-0,34.43,14765,26695
2023-12-30 01:00:00,20231230-1,30.63,14005,26514
2023-12-30 02:00:00,20231230-2,27.34,13548,26416
2023-12-30 03:00:00,20231230-3,24.98,13293,26416
2023-12-30 04:00:00,20231230-4,26.89,13189,26422
2023-12-30 05:00:00,20231230-5,29.38,13389,26497
2023-12-30 06:00:00,20231230-6,26.88,13753,26386
2023-12-30 07:00:00,20231230-7,25.88,14160,26383
2023-12-30 08:00:00,20231230-8,25.05,14703,26186
2023-12-30 09:00:00,20231230-9,25.96,15241,26154
2023-12-30 10:00:00,20231230-10,28.86,15844,26229
2023-12-30 11:00:00,20231230-11,39.84,16323,26208
2023-12-30 12:00:00,20231230-12,41.01,16700,26370
2023-12-30 13:00:00,20231230-13,51.93,16999,26334
2023-12-30 14:00:00,20231230-14,35.22,17118,26321
2023-12-30 15:00:00,20231230-15,29.0,17188,26310
2023-12-30 16:00:00,20231230-16,28.01,17361,26206
2023-12-30 17:00:00,20231230-17,35.82,17899,26019
2023-12-30 18:00:00,20231230-18,38.72,18138,26017
2023-12-30 19:00:00,20231230-19,36.03,17798,25964
2023-12-30 20:00:00,20231230-20,37.37,17328,26013
2023-12-30 21:00:00,20231230-21,33.55,16862,26087
2023-12-30 22:00:00,20231230-22,34.63,16304,26135
2023-12-30 23:00:00,20231230-23,31.0,15470,26126
2023-12-31 00:00:00,20231231-0,28.94,14774,26209
2023-12-31 01:00:00,20231231-1,34.3,14176,26190
2023-12-31 02:00:00,20231231-2,33.32,13834,26190
2023-12-31 03:00:00,20231231-3,25.96,13578,26184
2023-12-31 04:00:00,20231231-4,31.71,13469,26118
2023-12-31 05:00:00,20231231-5,31.01,13451,26063
2023-12-31 06:00:00,20231231-6,31.37,13601,25976
2023-12-31 07:00:00,20231231-7,22.58,13739,26013
2023-12-31 08:00:00,20231231-8,16.67,14368,26032
2023-12-31 09:00:00,20231231-9,23.39,14874,26165
2023-12-31 10:00:00,20231231-10,26.89,15507,26234
2023-12-31 11:00:00,20231231-11,28.63,15926,26301
2023-12-31 12:00:00,20231231-12,30.61,16354,26387
2023-12-31 13:00:00,20231231-13,34.01,16792,26194
2023-12-31 14:00:00,20231231-14,35.87,17013,26013
2023-12-31 15:00:00,20231231-15,36.18,17158,26009
2023-12-31 16:00:00,20231231-16,35.8,17279,25988
2023-12-31 17:00:00,20231231-17,34.8,17700,25967
2023-12-31 18:00:00,20231231-18,35.19,18017,26015
2023-12-31 19:00:00,20231231-19,43.29,17570,26011
2023-12-31 20:00:00,20231231-20,32.73,17114,26011
2023-12-31 21:00:00,20231231-21,30.38,16499,26121
2023-12-31 22:00:00,20231231-22,27.12,15939,26183
2023-12-31 23:00:00,20231231-23,27.27,15328,26144
2024-01-01 00:00:00,20240101-0,27.79,14942,26168
2024-01-01 01:00:00,20240101-1,46.42,14482,25881
2024-01-01 02:00:00,20240101-2,35.85,14180,26358
2024-01-01 03:00:00,20240101-3,27.73,13722,26580
2024-01-01 04:00:00,20240101-4,19.34,13637,26566
2024-01-01 05:00:00,20240101-5,20.23,13697,26756
2024-01-01 06:00:00,20240101-6,27.23,13787,26378
2024-01-01 07:00:00,20240101-7,27.21,14055,26474
2024-01-01 08:00:00,20240101-8,27.52,14481,26324
2024-01-01 09:00:00,20240101-9,27.22,14708,26290
2024-01-01 10:00:00,20240101-10,30.94,14890,26159
2024-01-01 11:00:00,20240101-11,30.93,15240,26101
2024-01-01 12:00:00,20240101-12,31.73,15564,26202
2024-01-01 13:00:00,20240101-13,30.58,15920,26621
2024-01-01 14:00:00,20240101-14,31.81,16072,26538
2024-01-01 15:00:00,20240101-15,33.23,16339,26567
2024-01-01 16:00:00,20240101-16,30.14,16538,26154
2024-01-01 17:00:00,20240101-17,31.86,17147,26339
2024-01-01 18:00:00,20240101-18,34.02,17805,26426
2024-01-01 19:00:00,20240101-19,34.14,17525,26509
2024-01-01 20:00:00,20240101-20,32.15,17261,26641
2024-01-01 21:00:00,20240101-21,31.55,16822,26442
2024-01-01 22:00:00,20240101-22,31.09,16303,26790
2024-01-01 23:00:00,20240101-23,30.74,15410,26293
2024-01-02 00:00:00,20240102-0,27.98,14694,26953
2024-01-02 01:00:00,20240102-1,27.21,14124,27128
2024-01-02 02:00:00,20240102-2,27.17,13796,27251
2024-01-02 03:00:00,20240102-3,20.93,13617,27532
2024-01-02 04:00:00,20240102-4,22.48,13500,27688
2024-01-02 05:00:00,20240102-5,19.81,13714,27829
2024-01-02 06:00:00,20240102-6,26.54,14196,28223
2024-01-02 07:00:00,20240102-7,27.18,15381,28217
2024-01-02 08:00:00,20240102-8,29.61,16411,28281
2024-01-02 09:00:00,20240102-9,30.21,16839,28367
2024-01-02 10:00:00,20240102-10,29.88,17215,28663
2024-01-02 11:00:00,20240102-11,29.36,17519,28936
2024-01-02 12:00:00,20240102-12,30.88,17606,29576
2024-01-02 13:00:00,20240102-13,29.69,17648,29749
2024-01-02 14:00:00,20240102-14,29.92,17644,30066
2024-01-02 15:00:00,20240102-15,30.87,17684,30001
2024-01-02 16:00:00,20240102-16,30.35,17964,29728
2024-01-02 17:00:00,20240102-17,30.28,18402,29829
2024-01-02 18:00:00,20240102-18,32.9,19035,29831
2024-01-02 19:00:00,20240102-19,31.83,18688,29713
2024-01-02 20:00:00,20240102-20,32.39,18384,29221
2024-01-02 21:00:00,20240102-21,33.2,18027,29537
2024-01-02 22:00:00,20240102-22,33.75,17361,28761
2024-01-02 23:00:00,20240102-23,29.65,16334,29092
2024-01-03 00:00:00,20240103-0,29.69,15456,28981
2024-01-03 01:00:00,20240103-1,28.82,14780,28218
2024-01-03 02:00:00,20240103-2,35.84,14444,27873
2024-01-03 03:00:00,20240103-3,29.39,14189,27256
2024-01-03 04:00:00,20240103-4,32.34,14184,27060
2024-01-03 05:00:00,20240103-5,31.42,14401,26865
2024-01-03 06:00:00,20240103-6,32.32,14909,26676
2024-01-03 07:00:00,20240103-7,32.43,15851,26685
2024-01-03 08:00:00,20240103-8,36.65,17068,26607
2024-01-03 09:00:00,20240103-9,38.88,17643,26603
2024-01-03 10:00:00,20240103-10,40.45,18022,26787
2024-01-03 11:00:00,20240103-11,41.09,18192,26762
2024-01-03 12:00:00,20240103-12,50.03,18354,26303
2024-01-03 13:00:00,20240103-13,40.44,18257,26756
2024-01-03 14:00:00,20240103-14,38.37,18207,26894
2024-01-03 15:00:00,20240103-15,40.06,18255,26922
2024-01-03 16:00:00,20240103-16,40.13,18476,26857
2024-01-03 17:00:00,20240103-17,54.49,18928,26741
2024-01-03 18:00:00,20240103-18,53.42,19452,26736
2024-01-03 19:00:00,20240103-19,38.49,19015,26994
2024-01-03 20:00:00,20240103-20,37.71,18843,26943
2024-01-03 21:00:00,20240103-21,32.66,18418,27251
2024-01-03 22:00:00,20240103-22,34.25,17725,27282
2024-01-03 23:00:00,20240103-23,32.39,16766,27731
2024-01-04 00:00:00,20240104-0,31.58,15698,27908
2024-01-04 01:00:00,20240104-1,30.35,14981,27962
2024-01-04 02:00:00,20240104-2,32.03,14838,28251
2024-01-04 03:00:00,20240104-3,30.46,14576,28096
2024-01-04 04:00:00,20240104-4,30.44,14579,28255
2024-01-04 05:00:00,20240104-5,31.39,14825,28105
2024-01-04 06:00:00,20240104-6,32.71,15275,27927
2024-01-04 07:00:00,20240104-7,33.12,16375,28083
2024-01-04 08:00:00,20240104-8,36.78,17597,27966
2024-01-04 09:00:00,20240104-9,41.08,18143,27775
2024-01-04 10:00:00,20240104-10,38.85,18286,27407
2024-01-04 11:00:00,20240104-11,64.69,18076,27025
2024-01-04 12:00:00,20240104-12,37.33,17753,26749
2024-01-04 13:00:00,20240104-13,40.25,17465,26579
2024-01-04 14:00:00,20240104-14,35.53,17312,26619
2024-01-04 15:00:00,20240104-15,38.44,17580,26554
2024-01-04 16:00:00,20240104-16,38.17,18241,26416
2024-01-04 17:00:00,20240104-17,50.99,19035,26350
2024-01-04 18:00:00,20240104-18,62.47,19981,26364
2024-01-04 19:00:00,20240104-19,49.13,19718,26311
2024-01-04 20:00:00,20240104-20,48.48,19498,26115
2024-01-04 21:00:00,20240104-21,43.98,19186,26224
2024-01-04 22:00:00,20240104-22,40.95,18603,26331
2024-01-04 23:00:00,20240104-23,40.24,17574,26524
2024-01-05 00:00:00,20240105-0,39.79,16736,26607
2024-01-05 01:00:00,20240105-1,40.43,16002,26489
2024-01-05 02:00:00,20240105-2,41.48,15638,26512
2024-01-05 03:00:00,20240105-3,45.82,15335,26554
2024-01-05 04:00:00,20240105-4,44.85,15223,26544
2024-01-05 05:00:00,20240105-5,39.7,15387,26670
2024-01-05 06:00:00,20240105-6,39.49,15768,26822
2024-01-05 07:00:00,20240105-7,42.55,16789,26699
2024-01-05 08:00:00,20240105-8,50.4,17717,26787
2024-01-05 09:00:00,20240105-9,48.91,18250,26795
2024-01-05 10:00:00,20240105-10,48.48,18473,26620
2024-01-05 11:00:00,20240105-11,50.58,18635,27041
2024-01-05 12:00:00,20240105-12,62.36,18775,27351
2024-01-05 13:00:00,20240105-13,58.28,18780,27379
2024-01-05 14:00:00,20240105-14,63.86,18830,27401
2024-01-05 15:00:00,20240105-15,62.14,18835,27124
2024-01-05 16:00:00,20240105-16,42.01,18847,26944
2024-01-05 17:00:00,20240105-17,46.61,19122,26241
2024-01-05 18:00:00,20240105-18,42.79,19536,26100
2024-01-05 19:00:00,20240105-19,40.37,19079,26167
2024-01-05 20:00:00,20240105-20,44.6,18802,26142
2024-01-05 21:00:00,20240105-21,75.84,18617,25801
2024-01-05 22:00:00,20240105-22,59.13,18012,25659
2024-01-05 23:00:00,20240105-23,51.75,17178,25458
2024-01-06 00:00:00,20240106-0,38.74,16220,25341
2024-01-06 01:00:00,20240106-1,36.01,15542,25339
2024-01-06 02:00:00,20240106-2,39.06,15073,25249
2024-01-06 03:00:00,20240106-3,39.03,14709,25290
2024-01-06 04:00:00,20240106-4,39.16,14625,25444
2024-01-06 05:00:00,20240106-5,34.6,14546,25488
2024-01-06 06:00:00,20240106-6,34.98,14898,25736
2024-01-06 07:00:00,20240106-7,34.83,15388,25919
2024-01-06 08:00:00,20240106-8,34.31,15970,25893
2024-01-06 09:00:00,20240106-9,35.13,16495,26446
2024-01-06 10:00:00,20240106-10,37.12,17058,26849
2024-01-06 11:00:00,20240106-11,38.85,17497,26809
2024-01-06 12:00:00,20240106-12,39.34,18055,26972
2024-01-06 13:00:00,20240106-13,39.43,18364,26947
2024-01-06 14:00:00,20240106-14,46.14,18031,26851
2024-01-06 15:00:00,20240106-15,46.28,17980,26543
2024-01-06 16:00:00,20240106-16,50.39,18121,26448
2024-01-06 17:00:00,20240106-17,172.21,18561,26045
2024-01-06 18:00:00,20240106-18,38.02,19074,25739
2024-01-06 19:00:00,20240106-19,37.37,18752,25735
2024-01-06 20:00:00,20240106-20,38.16,18547,25735
2024-01-06 21:00:00,20240106-21,40.39,18122,26097
2024-01-06 22:00:00,20240106-22,45.23,17701,26036
2024-01-06 23:00:00,20240106-23,46.52,16995,25672
2024-01-07 00:00:00,20240107-0,37.49,16190,25449
2024-01-07 01:00:00,20240107-1,39.04,15516,25342
2024-01-07 02:00:00,20240107-2,42.12,15098,25241
2024-01-07 03:00:00,20240107-3,39.31,14948,25166
2024-01-07 04:00:00,20240107-4,39.31,14862,25206
2024-01-07 05:00:00,20240107-5,35.97,14967,25286
2024-01-07 06:00:00,20240107-6,37.19,15118,25325
2024-01-07 07:00:00,20240107-7,35.87,15424,25367
2024-01-07 08:00:00,20240107-8,38.41,16013,25367
2024-01-07 09:00:00,20240107-9,38.72,16603,25337
2024-01-07 10:00:00,20240107-10,41.3,17152,25302
2024-01-07 11:00:00,20240107-11,44.35,17625,25284
2024-01-07 12:00:00,20240107-12,46.45,17921,25291
2024-01-07 13:00:00,20240107-13,45.73,18094,25295
2024-01-07 14:00:00,20240107-14,44.89,18021,25342
2024-01-07 15:00:00,20240107-15,47.53,17860,25431
2024-01-07 16:00:00,20240107-16,43.66,17942,25471
2024-01-07 17:00:00,20240107-17,40.28,18512,25536
2024-01-07 18:00:00,20240107-18,41.44,19192,25784
2024-01-07 19:00:00,20240107-19,41.68,18900,25872
2024-01-07 20:00:00,20240107-20,45.39,18454,26171
2024-01-07 21:00:00,20240107-21,40.07,18018,26411
2024-01-07 22:00:00,20240107-22,40.88,17312,26420
2024-01-07 23:00:00,20240107-23,34.38,16296,26068
2024-01-08 00:00:00,20240108-0,36.87,15521,26086
2024-01-08 01:00:00,20240108-1,32.19,15036,26039
2024-01-08 02:00:00,20240108-2,30.73,14460,25973
2024-01-08 03:00:00,20240108-3,32.51,14284,26160
2024-01-08 04:00:00,20240108-4,30.19,14257,26142
2024-01-08 05:00:00,20240108-5,32.68,14442,26570
2024-01-08 06:00:00,20240108-6,35.06,15113,26215
2024-01-08 07:00:00,20240108-7,36.95,16550,26116
2024-01-08 08:00:00,20240108-8,137.71,17970,25909
2024-01-08 09:00:00,20240108-9,175.51,18437,25664
2024-01-08 10:00:00,20240108-10,81.6,18577,25476
2024-01-08 11:00:00,20240108-11,68.62,18515,25305
2024-01-08 12:00:00,20240108-12,46.55,18450,25203
2024-01-08 13:00:00,20240108-13,46.35,18450,25316
2024-01-08 14:00:00,20240108-14,38.33,18499,25413
2024-01-08 15:00:00,20240108-15,41.84,18584,25386
2024-01-08 16:00:00,20240108-16,43.58,18701,25180
2024-01-08 17:00:00,20240108-17,48.6,19120,25143
2024-01-08 18:00:00,20240108-18,49.76,19665,25195
2024-01-08 19:00:00,20240108-19,44.25,19106,25269
2024-01-08 20:00:00,20240108-20,41.03,18775,25568
2024-01-08 21:00:00,20240108-21,41.94,18373,25799
2024-01-08 22:00:00,20240108-22,35.54,17369,25672
2024-01-08 23:00:00,20240108-23,32.52,16513,26981
2024-01-09 00:00:00,20240109-0,31.39,15340,26923
2024-01-09 01:00:00,20240109-1,32.16,14715,27264
2024-01-09 02:00:00,20240109-2,28.39,14208,27620
2024-01-09 03:00:00,20240109-3,24.6,14049,27762
2024-01-09 04:00:00,20240109-4,24.58,14051,27882
2024-01-09 05:00:00,20240109-5,25.72,14226,27955
2024-01-09 06:00:00,20240109-6,30.2,14849,28021
2024-01-09 07:00:00,20240109-7,33.42,16015,27265
2024-01-09 08:00:00,20240109-8,35.8,17510,27343
2024-01-09 09:00:00,20240109-9,36.81,18170,27440
2024-01-09 10:00:00,20240109-10,35.27,18258,27564
2024-01-09 11:00:00,20240109-11,49.96,18763,27544
2024-01-09 12:00:00,20240109-12,65.27,19315,27770
2024-01-09 13:00:00,20240109-13,77.02,19412,28462
2024-01-09 14:00:00,20240109-14,176.42,19517,28471
2024-01-09 15:00:00,20240109-15,95.24,19422,28243
2024-01-09 16:00:00,20240109-16,37.14,19131,28256
2024-01-09 17:00:00,20240109-17,36.08,19460,28810
2024-01-09 18:00:00,20240109-18,35.3,19996,29033
2024-01-09 19:00:00,20240109-19,36.91,19383,29001
2024-01-09 20:00:00,20240109-20,42.54,18966,28923
2024-01-09 21:00:00,20240109-21,34.66,18512,28638
2024-01-09 22:00:00,20240109-22,33.47,17668,28576
2024-01-09 23:00:00,20240109-23,32.26,16533,28736
2024-01-10 00:00:00,20240110-0,29.96,15447,28915
2024-01-10 01:00:00,20240110-1,26.67,14709,27943
2024-01-10 02:00:00,20240110-2,14.5,14208,27918
2024-01-10 03:00:00,20240110-3,14.35,13965,28085
2024-01-10 04:00:00,20240110-4,14.64,13892,28122
2024-01-10 05:00:00,20240110-5,27.81,14069,27969
2024-01-10 06:00:00,20240110-6,34.22,14599,28262
2024-01-10 07:00:00,20240110-7,36.95,15811,28208
2024-01-10 08:00:00,20240110-8,38.12,17254,28309
2024-01-10 09:00:00,20240110-9,39.93,17807,28357
2024-01-10 10:00:00,20240110-10,36.98,17763,28342
2024-01-10 11:00:00,20240110-11,40.75,17729,28173
2024-01-10 12:00:00,20240110-12,38.26,17967,28052
2024-01-10 13:00:00,20240110-13,36.81,17898,28105
2024-01-10 14:00:00,20240110-14,36.78,18096,28099
2024-01-10 15:00:00,20240110-15,36.74,18118,28910
2024-01-10 16:00:00,20240110-16,38.09,18233,28944
2024-01-10 17:00:00,20240110-17,84.42,18825,28789
2024-01-10 18:00:00,20240110-18,230.48,19538,28598
2024-01-10 19:00:00,20240110-19,106.26,19180,28302
2024-01-10 20:00:00,20240110-20,48.17,18887,28004
2024-01-10 21:00:00,20240110-21,47.74,18516,27604
2024-01-10 22:00:00,20240110-22,48.06,17972,27562
2024-01-10 23:00:00,20240110-23,50.88,16995,27409
2024-01-11 00:00:00,20240111-0,41.75,15934,26832
2024-01-11 01:00:00,20240111-1,48.01,15320,26366
2024-01-11 02:00:00,20240111-2,47.31,14905,26020
2024-01-11 03:00:00,20240111-3,32.26,14635,25982
2024-01-11 04:00:00,20240111-4,42.52,14641,26057
2024-01-11 05:00:00,20240111-5,36.54,14852,26038
2024-01-11 06:00:00,20240111-6,51.72,15404,25461
2024-01-11 07:00:00,20240111-7,58.25,16679,25570
2024-01-11 08:00:00,20240111-8,58.56,18278,25533
2024-01-11 09:00:00,20240111-9,48.49,18714,25564
2024-01-11 10:00:00,20240111-10,96.71,18822,26083
2024-01-11 11:00:00,20240111-11,138.18,18845,25831
2024-01-11 12:00:00,20240111-12,95.3,18948,26181
2024-01-11 13:00:00,20240111-13,46.34,18870,26228
2024-01-11 14:00:00,20240111-14,38.85,18532,26212
2024-01-11 15:00:00,20240111-15,38.55,18494,26440
2024-01-11 16:00:00,20240111-16,39.99,18567,26502
2024-01-11 17:00:00,20240111-17,45.06,18935,26465
2024-01-11 18:00:00,20240111-18,55.73,19547,26495
2024-01-11 19:00:00,20240111-19,50.47,19252,26388
2024-01-11 20:00:00,20240111-20,43.74,18983,26009
2024-01-11 21:00:00,20240111-21,45.77,18611,25603
2024-01-11 22:00:00,20240111-22,44.88,18005,25916
2024-01-11 23:00:00,20240111-23,46.91,16971,26035
2024-01-12 00:00:00,20240112-0,44.99,16166,25717
2024-01-12 01:00:00,20240112-1,38.23,15533,25450
2024-01-12 02:00:00,20240112-2,40.86,15144,25287
2024-01-12 03:00:00,20240112-3,38.52,14928,25223
2024-01-12 04:00:00,20240112-4,38.24,14916,25248
2024-01-12 05:00:00,20240112-5,35.43,15167,25340
2024-01-12 06:00:00,20240112-6,35.09,15545,25655
2024-01-12 07:00:00,20240112-7,34.83,16563,25876
2024-01-12 08:00:00,20240112-8,37.93,18045,26167
2024-01-12 09:00:00,20240112-9,35.51,18511,26190
2024-01-12 10:00:00,20240112-10,35.06,18262,26633
2024-01-12 11:00:00,20240112-11,35.05,18390,27101
2024-01-12 12:00:00,20240112-12,35.05,18516,28439
2024-01-12 13:00:00,20240112-13,35.07,18430,28527
2024-01-12 14:00:00,20240112-14,35.08,18345,28741
2024-01-12 15:00:00,20240112-15,35.06,18459,28928
2024-01-12 16:00:00,20240112-16,38.94,18552,29039
2024-01-12 17:00:00,20240112-17,40.98,19119,29223
2024-01-12 18:00:00,20240112-18,42.31,19530,29285
2024-01-12 19:00:00,20240112-19,36.72,19148,29452
2024-01-12 20:00:00,20240112-20,35.42,18953,29523
2024-01-12 21:00:00,20240112-21,41.27,18868,28955
2024-01-12 22:00:00,20240112-22,34.61,18203,29487
2024-01-12 23:00:00,20240112-23,31.89,16999,29505
2024-01-13 00:00:00,20240113-0,17.81,16003,29427
2024-01-13 01:00:00,20240113-1,20.08,15341,29432
2024-01-13 02:00:00,20240113-2,17.45,14726,29261
2024-01-13 03:00:00,20240113-3,15.85,14298,29205
2024-01-13 04:00:00,20240113-4,14.67,14311,29125
2024-01-13 05:00:00,20240113-5,19.02,14378,29030
2024-01-13 06:00:00,20240113-6,13.87,14608,29131
2024-01-13 07:00:00,20240113-7,17.3,15245,29426
2024-01-13 08:00:00,20240113-8,23.33,15700,29111
2024-01-13 09:00:00,20240113-9,14.35,16279,29184
2024-01-13 10:00:00,20240113-10,13.88,16878,29306
2024-01-13 11:00:00,20240113-11,13.69,17463,28888
2024-01-13 12:00:00,20240113-12,25.03,17910,28953
2024-01-13 13:00:00,20240113-13,115.45,18054,29467
2024-01-13 14:00:00,20240113-14,11.43,18028,29477
2024-01-13 15:00:00,20240113-15,50.91,17973,29456
2024-01-13 16:00:00,20240113-16,6.02,18078,29436
2024-01-13 17:00:00,20240113-17,27.7,18413,29505
2024-01-13 18:00:00,20240113-18,29.52,18991,29503
2024-01-13 19:00:00,20240113-19,22.97,18822,29518
2024-01-13 20:00:00,20240113-20,25.68,18254,29518
2024-01-13 21:00:00,20240113-21,12.08,17884,29650
2024-01-13 22:00:00,20240113-22,45.17,17379,29020
2024-01-13 23:00:00,20240113-23,13.09,16481,29573
2024-01-14 00:00:00,20240114-0,22.39,15697,29463
2024-01-14 01:00:00,20240114-1,13.64,15229,29404
2024-01-14 02:00:00,20240114-2,14.33,14863,29408
2024-01-14 03:00:00,20240114-3,14.34,14631,29367
2024-01-14 04:00:00,20240114-4,20.04,14475,29388
2024-01-14 05:00:00,20240114-5,71.15,14604,29374
2024-01-14 06:00:00,20240114-6,14.35,14845,29308
2024-01-14 07:00:00,20240114-7,16.24,15300,29022
2024-01-14 08:00:00,20240114-8,30.05,15844,29121
2024-01-14 09:00:00,20240114-9,76.56,16446,29131
2024-01-14 10:00:00,20240114-10,70.17,16947,28880
2024-01-14 11:00:00,20240114-11,14.71,17156,29370
2024-01-14 12:00:00,20240114-12,69.65,17303,29399
2024-01-14 13:00:00,20240114-13,17.04,17388,29670
2024-01-14 14:00:00,20240114-14,69.63,17522,29657
2024-01-14 15:00:00,20240114-15,38.64,17597,29752
2024-01-14 16:00:00,20240114-16,17.61,18039,29795
2024-01-14 17:00:00,20240114-17,48.68,18759,29814
2024-01-14 18:00:00,20240114-18,91.6,19676,29615
2024-01-14 19:00:00,20240114-19,88.43,19594,29025
2024-01-14 20:00:00,20240114-20,80.62,19122,29756
2024-01-14 21:00:00,20240114-21,77.74,18796,29437
2024-01-14 22:00:00,20240114-22,73.68,18276,29408
2024-01-14 23:00:00,20240114-23,73.34,17444,29398
2024-01-15 00:00:00,20240115-0,68.57,16678,29159
2024-01-15 01:00:00,20240115-1,60.97,15838,28495
2024-01-15 02:00:00,20240115-2,58.1,15599,29054
2024-01-15 03:00:00,20240115-3,79.7,15437,28894
2024-01-15 04:00:00,20240115-4,90.64,15609,28328
2024-01-15 05:00:00,20240115-5,70.98,15884,28663
2024-01-15 06:00:00,20240115-6,37.25,16518,28484
2024-01-15 07:00:00,20240115-7,99.04,17882,27306
2024-01-15 08:00:00,20240115-8,104.09,19438,26834
2024-01-15 09:00:00,20240115-9,104.73,19933,26686
2024-01-15 10:00:00,20240115-10,101.94,19620,26724
2024-01-15 11:00:00,20240115-11,96.36,19252,26815
2024-01-15 12:00:00,20240115-12,91.62,18883,26807
2024-01-15 13:00:00,20240115-13,98.5,18755,26570
2024-01-15 14:00:00,20240115-14,67.54,18747,26794
2024-01-15 15:00:00,20240115-15,99.52,18897,26766
2024-01-15 16:00:00,20240115-16,104.12,19288,27239
2024-01-15 17:00:00,20240115-17,105.66,20040,27106
2024-01-15 18:00:00,20240115-18,123.52,20880,27978
2024-01-15 19:00:00,20240115-19,127.48,20603,27735
2024-01-15 20:00:00,20240115-20,113.13,20174,27666
2024-01-15 21:00:00,20240115-21,106.09,19837,27666
2024-01-15 22:00:00,20240115-22,84.03,19145,28121
2024-01-15 23:00:00,20240115-23,73.67,18159,27765
2024-01-16 00:00:00,20240116-0,76.28,17236,27298
2024-01-16 01:00:00,20240116-1,72.39,16692,26510
2024-01-16 02:00:00,20240116-2,71.25,16124,25777
2024-01-16 03:00:00,20240116-3,70.29,15954,26298
2024-01-16 04:00:00,20240116-4,70.32,16028,26346
2024-01-16 05:00:00,20240116-5,70.45,16253,26298
2024-01-16 06:00:00,20240116-6,82.41,16893,26464
2024-01-16 07:00:00,20240116-7,104.16,18189,26095
2024-01-16 08:00:00,20240116-8,116.91,19611,26124
2024-01-16 09:00:00,20240116-9,118.1,20016,26387
2024-01-16 10:00:00,20240116-10,108.3,19965,26602
2024-01-16 11:00:00,20240116-11,108.51,20010,26971
2024-01-16 12:00:00,20240116-12,106.87,19864,27074
2024-01-16 13:00:00,20240116-13,93.99,19450,27546
2024-01-16 14:00:00,20240116-14,86.44,19051,27704
2024-01-16 15:00:00,20240116-15,85.11,18927,28104
2024-01-16 16:00:00,20240116-16,80.91,19010,28119
2024-01-16 17:00:00,20240116-17,88.32,19826,28303
2024-01-16 18:00:00,20240116-18,93.49,20695,28163
2024-01-16 19:00:00,20240116-19,101.35,20714,27794
2024-01-16 20:00:00,20240116-20,95.45,20372,28119
2024-01-16 21:00:00,20240116-21,80.86,20019,28237
2024-01-16 22:00:00,20240116-22,77.14,19281,28348
2024-01-16 23:00:00,20240116-23,68.85,18177,28160
2024-01-17 00:00:00,20240117-0,64.22,17248,28377
2024-01-17 01:00:00,20240117-1,41.16,16747,27890
2024-01-17 02:00:00,20240117-2,37.47,16383,28570
2024-01-17 03:00:00,20240117-3,37.28,16307,28473
2024-01-17 04:00:00,20240117-4,36.84,16371,28553
2024-01-17 05:00:00,20240117-5,36.61,16525,28813
2024-01-17 06:00:00,20240117-6,37.17,16940,28841
2024-01-17 07:00:00,20240117-7,40.63,18227,28841
2024-01-17 08:00:00,20240117-8,54.01,19674,28920
2024-01-17 09:00:00,20240117-9,54.06,20034,29018
2024-01-17 10:00:00,20240117-10,47.13,19818,28893
2024-01-17 11:00:00,20240117-11,40.87,19728,29105
2024-01-17 12:00:00,20240117-12,37.34,19550,29351
2024-01-17 13:00:00,20240117-13,38.58,19105,29258
2024-01-17 14:00:00,20240117-14,37.15,18988,29934
2024-01-17 15:00:00,20240117-15,37.09,18969,29994
2024-01-17 16:00:00,20240117-16,37.28,19078,29234
2024-01-17 17:00:00,20240117-17,40.53,19503,29137
2024-01-17 18:00:00,20240117-18,38.71,20318,29569
2024-01-17 19:00:00,20240117-19,40.82,20348,29507
2024-01-17 20:00:00,20240117-20,41.83,20144,29607
2024-01-17 21:00:00,20240117-21,41.44,19856,28777
2024-01-17 22:00:00,20240117-22,40.88,19286,29199
2024-01-17 23:00:00,20240117-23,38.26,18200,29228
2024-01-18 00:00:00,20240118-0,36.94,17106,29232
2024-01-18 01:00:00,20240118-1,33.06,16543,28832
2024-01-18 02:00:00,20240118-2,32.4,16312,28536
