hour_number_dec,hour_number,price,demand,capacity
2024-01-18 03:00:00,20240118-3,28.43,16092,28509
2024-01-18 04:00:00,20240118-4,32.42,16032,28437
2024-01-18 05:00:00,20240118-5,34.33,16242,28231
2024-01-18 06:00:00,20240118-6,36.79,16985,27963
2024-01-18 07:00:00,20240118-7,59.11,18337,27340
2024-01-18 08:00:00,20240118-8,66.11,19617,26580
2024-01-18 09:00:00,20240118-9,61.15,19890,26561
2024-01-18 10:00:00,20240118-10,46.3,19796,26512
2024-01-18 11:00:00,20240118-11,49.94,19860,26550
2024-01-18 12:00:00,20240118-12,73.27,19584,25925
2024-01-18 13:00:00,20240118-13,50.11,19760,26527
2024-01-18 14:00:00,20240118-14,66.31,19554,26477
2024-01-18 15:00:00,20240118-15,54.33,19214,26313
2024-01-18 16:00:00,20240118-16,67.2,19301,26162
2024-01-18 17:00:00,20240118-17,48.17,19880,26078
2024-01-18 18:00:00,20240118-18,53.15,20440,25940
2024-01-18 19:00:00,20240118-19,44.21,20306,25882
2024-01-18 20:00:00,20240118-20,42.51,20122,25888
2024-01-18 21:00:00,20240118-21,48.38,19761,25878
2024-01-18 22:00:00,20240118-22,50.47,19080,25554
2024-01-18 23:00:00,20240118-23,40.39,17850,25449
2024-01-19 00:00:00,20240119-0,36.51,16959,26197
2024-01-19 01:00:00,20240119-1,35.02,16312,26304
2024-01-19 02:00:00,20240119-2,43.03,15893,26402
2024-01-19 03:00:00,20240119-3,36.83,15734,26476
2024-01-19 04:00:00,20240119-4,38.95,15751,26614
2024-01-19 05:00:00,20240119-5,39.77,16033,26686
2024-01-19 06:00:00,20240119-6,36.24,16544,26729
2024-01-19 07:00:00,20240119-7,41.22,17865,26737
2024-01-19 08:00:00,20240119-8,51.69,19325,26964
2024-01-19 09:00:00,20240119-9,37.95,19669,26970
2024-01-19 10:00:00,20240119-10,36.24,19660,27007
2024-01-19 11:00:00,20240119-11,36.22,19677,27025
2024-01-19 12:00:00,20240119-12,32.85,19701,26926
2024-01-19 13:00:00,20240119-13,30.69,19402,26413
2024-01-19 14:00:00,20240119-14,34.45,19693,27007
2024-01-19 15:00:00,20240119-15,34.75,19682,26668
2024-01-19 16:00:00,20240119-16,32.96,19457,26601
2024-01-19 17:00:00,20240119-17,34.97,19912,26856
2024-01-19 18:00:00,20240119-18,36.17,20626,26845
2024-01-19 19:00:00,20240119-19,36.55,20505,27062
2024-01-19 20:00:00,20240119-20,44.27,20399,27059
2024-01-19 21:00:00,20240119-21,50.14,20295,26626
2024-01-19 22:00:00,20240119-22,40.74,19373,26479
2024-01-19 23:00:00,20240119-23,39.44,18479,26620
2024-01-20 00:00:00,20240120-0,39.36,17700,26748
2024-01-20 01:00:00,20240120-1,35.26,17158,27269
2024-01-20 02:00:00,20240120-2,34.85,16709,27269
2024-01-20 03:00:00,20240120-3,34.19,16441,27122
2024-01-20 04:00:00,20240120-4,31.14,16411,27287
2024-01-20 05:00:00,20240120-5,30.17,16473,27173
2024-01-20 06:00:00,20240120-6,28.18,16567,27359
2024-01-20 07:00:00,20240120-7,27.96,16943,27613
2024-01-20 08:00:00,20240120-8,29.0,17704,27214
2024-01-20 09:00:00,20240120-9,30.24,18315,27110
2024-01-20 10:00:00,20240120-10,35.03,18926,27335
2024-01-20 11:00:00,20240120-11,35.34,19331,27418
2024-01-20 12:00:00,20240120-12,38.49,19555,27266
2024-01-20 13:00:00,20240120-13,49.36,19315,26925
2024-01-20 14:00:00,20240120-14,60.76,19089,27442
2024-01-20 15:00:00,20240120-15,35.99,19132,27512
2024-01-20 16:00:00,20240120-16,35.14,19362,27741
2024-01-20 17:00:00,20240120-17,35.1,19631,27959
2024-01-20 18:00:00,20240120-18,39.63,20226,28108
2024-01-20 19:00:00,20240120-19,40.11,20196,28853
2024-01-20 20:00:00,20240120-20,43.17,19780,28487
2024-01-20 21:00:00,20240120-21,38.48,19331,28239
2024-01-20 22:00:00,20240120-22,34.97,18654,28120
2024-01-20 23:00:00,20240120-23,34.86,17636,28435
2024-01-21 00:00:00,20240121-0,33.7,16996,28576
2024-01-21 01:00:00,20240121-1,34.94,16560,28325
2024-01-21 02:00:00,20240121-2,35.38,16245,28123
2024-01-21 03:00:00,20240121-3,35.03,16033,27907
2024-01-21 04:00:00,20240121-4,34.9,15957,28045
2024-01-21 05:00:00,20240121-5,34.89,15907,27944
2024-01-21 06:00:00,20240121-6,34.95,15871,27991
2024-01-21 07:00:00,20240121-7,35.03,16309,28046
2024-01-21 08:00:00,20240121-8,38.07,16980,27306
2024-01-21 09:00:00,20240121-9,36.31,17433,27319
2024-01-21 10:00:00,20240121-10,35.44,17787,27308
2024-01-21 11:00:00,20240121-11,35.12,17829,27081
2024-01-21 12:00:00,20240121-12,35.48,17558,26981
2024-01-21 13:00:00,20240121-13,38.57,17474,26872
2024-01-21 14:00:00,20240121-14,35.27,17352,26929
2024-01-21 15:00:00,20240121-15,34.95,17396,27257
2024-01-21 16:00:00,20240121-16,34.75,17902,27269
2024-01-21 17:00:00,20240121-17,36.09,18633,27463
2024-01-21 18:00:00,20240121-18,38.85,19544,27811
2024-01-21 19:00:00,20240121-19,37.11,19495,28659
2024-01-21 20:00:00,20240121-20,35.19,19032,29096
2024-01-21 21:00:00,20240121-21,35.15,18714,28773
2024-01-21 22:00:00,20240121-22,34.96,18133,29244
2024-01-21 23:00:00,20240121-23,31.69,17225,29194
2024-01-22 00:00:00,20240122-0,30.15,16338,29169
2024-01-22 01:00:00,20240122-1,25.41,15691,29284
2024-01-22 02:00:00,20240122-2,24.75,15408,29465
2024-01-22 03:00:00,20240122-3,24.64,15321,29450
2024-01-22 04:00:00,20240122-4,25.64,15358,29280
2024-01-22 05:00:00,20240122-5,25.01,15543,29322
2024-01-22 06:00:00,20240122-6,25.5,16077,29430
2024-01-22 07:00:00,20240122-7,30.18,17274,29434
2024-01-22 08:00:00,20240122-8,34.39,18662,28971
2024-01-22 09:00:00,20240122-9,34.81,18929,29020
2024-01-22 10:00:00,20240122-10,34.54,19000,28814
2024-01-22 11:00:00,20240122-11,35.01,19046,28864
2024-01-22 12:00:00,20240122-12,35.09,19490,28776
2024-01-22 13:00:00,20240122-13,40.29,19322,28273
2024-01-22 14:00:00,20240122-14,46.33,19482,28692
2024-01-22 15:00:00,20240122-15,39.31,19472,28471
2024-01-22 16:00:00,20240122-16,35.03,19472,28474
2024-01-22 17:00:00,20240122-17,41.43,19819,27360
2024-01-22 18:00:00,20240122-18,161.28,20368,27311
2024-01-22 19:00:00,20240122-19,39.57,20139,27615
2024-01-22 20:00:00,20240122-20,40.96,19937,26842
2024-01-22 21:00:00,20240122-21,39.78,19386,26445
2024-01-22 22:00:00,20240122-22,41.07,18641,25748
2024-01-22 23:00:00,20240122-23,39.78,17606,26015
2024-01-23 00:00:00,20240123-0,39.17,16633,26062
2024-01-23 01:00:00,20240123-1,38.02,16124,25705
2024-01-23 02:00:00,20240123-2,40.79,15697,25430
2024-01-23 03:00:00,20240123-3,44.47,15600,25234
2024-01-23 04:00:00,20240123-4,51.26,15518,24637
2024-01-23 05:00:00,20240123-5,43.41,15750,24637
2024-01-23 06:00:00,20240123-6,38.1,16163,24637
2024-01-23 07:00:00,20240123-7,35.15,17251,24569
2024-01-23 08:00:00,20240123-8,42.1,18494,23967
2024-01-23 09:00:00,20240123-9,37.62,18922,23806
2024-01-23 10:00:00,20240123-10,37.66,19081,23674
2024-01-23 11:00:00,20240123-11,38.9,19147,23522
2024-01-23 12:00:00,20240123-12,55.2,19228,23670
2024-01-23 13:00:00,20240123-13,37.9,19017,23918
2024-01-23 14:00:00,20240123-14,37.94,18928,23983
2024-01-23 15:00:00,20240123-15,38.55,18972,24179
2024-01-23 16:00:00,20240123-16,40.29,19157,24283
2024-01-23 17:00:00,20240123-17,36.73,19611,24327
2024-01-23 18:00:00,20240123-18,37.2,19925,24442
2024-01-23 19:00:00,20240123-19,37.54,19755,24542
2024-01-23 20:00:00,20240123-20,37.31,19719,25084
2024-01-23 21:00:00,20240123-21,40.0,19248,25016
2024-01-23 22:00:00,20240123-22,48.55,18601,25395
2024-01-23 23:00:00,20240123-23,48.31,17514,25368
2024-01-24 00:00:00,20240124-0,33.29,16494,25383
2024-01-24 01:00:00,20240124-1,31.07,15759,24516
2024-01-24 02:00:00,20240124-2,28.27,15515,24810
2024-01-24 03:00:00,20240124-3,33.9,15219,24496
2024-01-24 04:00:00,20240124-4,32.84,15235,24386
2024-01-24 05:00:00,20240124-5,37.76,15443,24246
2024-01-24 06:00:00,20240124-6,37.24,15772,24162
2024-01-24 07:00:00,20240124-7,39.85,16864,24096
2024-01-24 08:00:00,20240124-8,75.65,18210,23271
2024-01-24 09:00:00,20240124-9,45.63,18714,23137
2024-01-24 10:00:00,20240124-10,40.03,18807,23144
2024-01-24 11:00:00,20240124-11,45.61,18955,23287
2024-01-24 12:00:00,20240124-12,47.88,19079,23454
2024-01-24 13:00:00,20240124-13,55.64,19182,23402
2024-01-24 14:00:00,20240124-14,104.72,19195,23279
2024-01-24 15:00:00,20240124-15,41.62,19137,23332
2024-01-24 16:00:00,20240124-16,39.16,19265,23369
2024-01-24 17:00:00,20240124-17,40.45,19588,23293
2024-01-24 18:00:00,20240124-18,37.69,20006,23684
2024-01-24 19:00:00,20240124-19,39.08,19472,24323
2024-01-24 20:00:00,20240124-20,42.14,19085,24323
2024-01-24 21:00:00,20240124-21,40.45,18877,24254
2024-01-24 22:00:00,20240124-22,36.07,18248,24062
2024-01-24 23:00:00,20240124-23,34.84,17124,24045
2024-01-25 00:00:00,20240125-0,30.92,16080,24045
2024-01-25 01:00:00,20240125-1,28.61,15339,24315
2024-01-25 02:00:00,20240125-2,31.22,14921,24295
2024-01-25 03:00:00,20240125-3,27.33,14819,24315
2024-01-25 04:00:00,20240125-4,27.25,14693,24433
2024-01-25 05:00:00,20240125-5,27.22,14884,24425
2024-01-25 06:00:00,20240125-6,27.02,15349,24425
2024-01-25 07:00:00,20240125-7,31.59,16438,24420
2024-01-25 08:00:00,20240125-8,36.23,17680,23882
2024-01-25 09:00:00,20240125-9,33.16,18201,23808
2024-01-25 10:00:00,20240125-10,33.71,18307,23974
2024-01-25 11:00:00,20240125-11,37.54,18316,23971
2024-01-25 12:00:00,20240125-12,33.15,18358,23979
2024-01-25 13:00:00,20240125-13,33.93,18247,23927
2024-01-25 14:00:00,20240125-14,32.43,18157,23816
2024-01-25 15:00:00,20240125-15,32.75,18093,23941
2024-01-25 16:00:00,20240125-16,38.56,18286,23937
2024-01-25 17:00:00,20240125-17,33.28,18671,24045
2024-01-25 18:00:00,20240125-18,31.02,19021,24119
2024-01-25 19:00:00,20240125-19,34.44,18790,24915
2024-01-25 20:00:00,20240125-20,33.31,18424,25115
2024-01-25 21:00:00,20240125-21,29.58,17962,25445
2024-01-25 22:00:00,20240125-22,29.25,17289,25742
2024-01-25 23:00:00,20240125-23,28.69,16335,26018
2024-01-26 00:00:00,20240126-0,28.66,15392,25999
2024-01-26 01:00:00,20240126-1,29.69,14887,27339
2024-01-26 02:00:00,20240126-2,12.21,14573,28366
2024-01-26 03:00:00,20240126-3,0.98,14302,28405
2024-01-26 04:00:00,20240126-4,9.38,14443,29146
2024-01-26 05:00:00,20240126-5,27.23,14815,28909
2024-01-26 06:00:00,20240126-6,29.93,15360,28604
2024-01-26 07:00:00,20240126-7,30.17,16621,28439
2024-01-26 08:00:00,20240126-8,33.54,17689,27215
2024-01-26 09:00:00,20240126-9,33.82,18300,26088
2024-01-26 10:00:00,20240126-10,33.33,18457,26531
2024-01-26 11:00:00,20240126-11,33.2,18605,26868
2024-01-26 12:00:00,20240126-12,33.93,18560,26911
2024-01-26 13:00:00,20240126-13,33.63,18197,26409
2024-01-26 14:00:00,20240126-14,38.0,18269,26402
2024-01-26 15:00:00,20240126-15,36.52,18197,25993
2024-01-26 16:00:00,20240126-16,34.0,18202,26053
2024-01-26 17:00:00,20240126-17,37.49,18539,26109
2024-01-26 18:00:00,20240126-18,37.55,18870,26180
2024-01-26 19:00:00,20240126-19,33.53,18609,26699
2024-01-26 20:00:00,20240126-20,41.75,18305,26613
2024-01-26 21:00:00,20240126-21,37.26,18015,26617
2024-01-26 22:00:00,20240126-22,34.54,17488,26432
2024-01-26 23:00:00,20240126-23,31.82,16454,26398
2024-01-27 00:00:00,20240127-0,29.42,15447,26444
2024-01-27 01:00:00,20240127-1,27.72,14751,25439
2024-01-27 02:00:00,20240127-2,28.14,14327,24920
2024-01-27 03:00:00,20240127-3,28.41,14018,25381
2024-01-27 04:00:00,20240127-4,28.05,13950,25352
2024-01-27 05:00:00,20240127-5,27.83,14005,25369
2024-01-27 06:00:00,20240127-6,29.35,14283,25371
2024-01-27 07:00:00,20240127-7,28.18,14858,25425
2024-01-27 08:00:00,20240127-8,31.74,15661,24736
2024-01-27 09:00:00,20240127-9,32.75,16451,24814
2024-01-27 10:00:00,20240127-10,35.41,16890,24768
2024-01-27 11:00:00,20240127-11,32.62,17160,24820
2024-01-27 12:00:00,20240127-12,34.35,17448,24818
2024-01-27 13:00:00,20240127-13,34.09,17328,24840
2024-01-27 14:00:00,20240127-14,42.83,17438,24815
2024-01-27 15:00:00,20240127-15,33.95,17389,24811
2024-01-27 16:00:00,20240127-16,33.69,17470,24781
2024-01-27 17:00:00,20240127-17,32.2,17596,24842
2024-01-27 18:00:00,20240127-18,32.24,17825,24858
2024-01-27 19:00:00,20240127-19,31.96,17595,25617
2024-01-27 20:00:00,20240127-20,30.59,17176,25773
2024-01-27 21:00:00,20240127-21,32.54,16696,25905
2024-01-27 22:00:00,20240127-22,30.15,16197,26901
2024-01-27 23:00:00,20240127-23,31.54,15428,26936
2024-01-28 00:00:00,20240128-0,28.74,14830,26978
2024-01-28 01:00:00,20240128-1,28.8,14780,26774
2024-01-28 02:00:00,20240128-2,26.7,13971,27097
2024-01-28 03:00:00,20240128-3,22.86,13695,27462
2024-01-28 04:00:00,20240128-4,23.28,13529,27829
2024-01-28 05:00:00,20240128-5,17.15,13527,27996
2024-01-28 06:00:00,20240128-6,17.21,13718,28099
2024-01-28 07:00:00,20240128-7,15.08,14281,28457
2024-01-28 08:00:00,20240128-8,22.05,14979,27885
2024-01-28 09:00:00,20240128-9,23.69,15577,27713
2024-01-28 10:00:00,20240128-10,27.98,16031,27814
2024-01-28 11:00:00,20240128-11,27.8,16509,27743
2024-01-28 12:00:00,20240128-12,29.7,17042,27853
2024-01-28 13:00:00,20240128-13,29.34,17277,27711
2024-01-28 14:00:00,20240128-14,31.63,17145,27697
2024-01-28 15:00:00,20240128-15,32.36,17113,27759
2024-01-28 16:00:00,20240128-16,32.06,17357,27689
2024-01-28 17:00:00,20240128-17,32.53,17683,27740
2024-01-28 18:00:00,20240128-18,32.62,18336,27803
2024-01-28 19:00:00,20240128-19,32.56,18303,28384
2024-01-28 20:00:00,20240128-20,32.54,17974,28552
2024-01-28 21:00:00,20240128-21,32.32,17490,28359
2024-01-28 22:00:00,20240128-22,27.94,16886,28180
2024-01-28 23:00:00,20240128-23,28.65,16062,27597
2024-01-29 00:00:00,20240129-0,30.58,15478,27669
2024-01-29 01:00:00,20240129-1,27.07,14886,27005
2024-01-29 02:00:00,20240129-2,27.2,14398,27554
2024-01-29 03:00:00,20240129-3,23.31,14206,27652
2024-01-29 04:00:00,20240129-4,23.85,14254,27570
2024-01-29 05:00:00,20240129-5,24.83,14497,27561
2024-01-29 06:00:00,20240129-6,27.79,14980,27430
2024-01-29 07:00:00,20240129-7,32.28,16407,27348
2024-01-29 08:00:00,20240129-8,45.77,18137,26578
2024-01-29 09:00:00,20240129-9,39.24,18469,26482
2024-01-29 10:00:00,20240129-10,38.12,18393,26422
2024-01-29 11:00:00,20240129-11,37.9,18313,26204
2024-01-29 12:00:00,20240129-12,55.05,18045,25736
2024-01-29 13:00:00,20240129-13,46.18,17808,25655
2024-01-29 14:00:00,20240129-14,38.51,17474,25610
2024-01-29 15:00:00,20240129-15,37.75,17335,25576
2024-01-29 16:00:00,20240129-16,32.2,17355,25677
2024-01-29 17:00:00,20240129-17,31.46,17860,25784
2024-01-29 18:00:00,20240129-18,41.02,18857,25937
2024-01-29 19:00:00,20240129-19,36.1,18978,26633
2024-01-29 20:00:00,20240129-20,39.34,18633,26690
2024-01-29 21:00:00,20240129-21,40.61,18256,27036
2024-01-29 22:00:00,20240129-22,34.34,17605,27200
2024-01-29 23:00:00,20240129-23,28.42,16571,27552
2024-01-30 00:00:00,20240130-0,27.92,15676,27859
2024-01-30 01:00:00,20240130-1,24.75,14925,28145
2024-01-30 02:00:00,20240130-2,20.03,14536,28145
2024-01-30 03:00:00,20240130-3,13.53,14491,28145
2024-01-30 04:00:00,20240130-4,14.68,14354,28126
2024-01-30 05:00:00,20240130-5,18.03,14534,28401
2024-01-30 06:00:00,20240130-6,25.12,15004,28245
2024-01-30 07:00:00,20240130-7,28.9,16221,27732
2024-01-30 08:00:00,20240130-8,45.44,17821,27283
2024-01-30 09:00:00,20240130-9,43.59,18360,27103
2024-01-30 10:00:00,20240130-10,56.72,18295,27022
2024-01-30 11:00:00,20240130-11,49.05,18412,27147
2024-01-30 12:00:00,20240130-12,40.07,18617,26900
2024-01-30 13:00:00,20240130-13,44.85,18735,26836
2024-01-30 14:00:00,20240130-14,48.29,18795,26721
2024-01-30 15:00:00,20240130-15,66.65,18715,26524
2024-01-30 16:00:00,20240130-16,49.23,18935,26306
2024-01-30 17:00:00,20240130-17,46.32,19051,26279
2024-01-30 18:00:00,20240130-18,42.58,19401,25926
2024-01-30 19:00:00,20240130-19,37.53,19327,26465
2024-01-30 20:00:00,20240130-20,39.17,18778,26367
2024-01-30 21:00:00,20240130-21,40.44,18542,26445
2024-01-30 22:00:00,20240130-22,41.96,18017,26404
2024-01-30 23:00:00,20240130-23,32.69,16913,26340
2024-01-31 00:00:00,20240131-0,33.28,15996,26302
2024-01-31 01:00:00,20240131-1,34.0,15378,26096
2024-01-31 02:00:00,20240131-2,36.58,14782,26021
2024-01-31 03:00:00,20240131-3,33.26,14700,26009
2024-01-31 04:00:00,20240131-4,32.17,14603,26013
2024-01-31 05:00:00,20240131-5,31.72,14763,26018
2024-01-31 06:00:00,20240131-6,31.35,15188,26026
2024-01-31 07:00:00,20240131-7,34.1,16456,26066
2024-01-31 08:00:00,20240131-8,43.13,17718,25510
2024-01-31 09:00:00,20240131-9,37.79,18065,25789
2024-01-31 10:00:00,20240131-10,37.35,17959,25857
2024-01-31 11:00:00,20240131-11,53.72,18018,26002
2024-01-31 12:00:00,20240131-12,41.74,18029,25988
2024-01-31 13:00:00,20240131-13,38.54,17883,26047
2024-01-31 14:00:00,20240131-14,37.45,17788,26338
2024-01-31 15:00:00,20240131-15,33.88,17795,26664
2024-01-31 16:00:00,20240131-16,31.51,17954,26866
2024-01-31 17:00:00,20240131-17,31.68,18506,27072
2024-01-31 18:00:00,20240131-18,33.42,18914,27441
2024-01-31 19:00:00,20240131-19,31.18,18598,28349
2024-01-31 20:00:00,20240131-20,29.43,18098,28729
2024-01-31 21:00:00,20240131-21,28.11,17672,29210
2024-01-31 22:00:00,20240131-22,27.53,17007,29465
2024-01-31 23:00:00,20240131-23,26.62,16212,29454
2024-02-01 00:00:00,20240201-0,18.04,15246,29454
2024-02-01 01:00:00,20240201-1,12.73,14571,28954
2024-02-01 02:00:00,20240201-2,13.34,14378,29456
2024-02-01 03:00:00,20240201-3,34.25,14302,29146
2024-02-01 04:00:00,20240201-4,29.72,14200,28816
2024-02-01 05:00:00,20240201-5,26.7,14244,28614
2024-02-01 06:00:00,20240201-6,26.38,14791,28448
2024-02-01 07:00:00,20240201-7,26.73,15966,28454
2024-02-01 08:00:00,20240201-8,30.91,17206,27974
2024-02-01 09:00:00,20240201-9,30.5,17709,27811
2024-02-01 10:00:00,20240201-10,31.68,17800,27933
2024-02-01 11:00:00,20240201-11,31.82,17887,27844
2024-02-01 12:00:00,20240201-12,30.72,17866,27625
2024-02-01 13:00:00,20240201-13,31.97,17785,27425
2024-02-01 14:00:00,20240201-14,33.15,17875,26755
2024-02-01 15:00:00,20240201-15,37.54,17869,26181
2024-02-01 16:00:00,20240201-16,40.32,18115,25874
2024-02-01 17:00:00,20240201-17,34.46,18524,25883
2024-02-01 18:00:00,20240201-18,31.27,18867,25580
2024-02-01 19:00:00,20240201-19,32.23,18674,26315
2024-02-01 20:00:00,20240201-20,31.73,18177,26217
2024-02-01 21:00:00,20240201-21,33.61,18216,26414
2024-02-01 22:00:00,20240201-22,32.93,17224,26565
2024-02-01 23:00:00,20240201-23,28.05,16065,26666
2024-02-02 00:00:00,20240202-0,27.19,15248,26754
2024-02-02 01:00:00,20240202-1,28.02,14979,26362
2024-02-02 02:00:00,20240202-2,26.85,14402,26853
2024-02-02 03:00:00,20240202-3,21.93,14093,27359
2024-02-02 04:00:00,20240202-4,14.35,14035,27567
2024-02-02 05:00:00,20240202-5,14.64,14248,27759
2024-02-02 06:00:00,20240202-6,19.42,14794,27926
2024-02-02 07:00:00,20240202-7,27.96,16172,27797
2024-02-02 08:00:00,20240202-8,31.53,17394,27178
2024-02-02 09:00:00,20240202-9,31.56,17847,27071
2024-02-02 10:00:00,20240202-10,31.52,17916,27081
2024-02-02 11:00:00,20240202-11,31.15,17681,26502
2024-02-02 12:00:00,20240202-12,33.34,17460,26020
2024-02-02 13:00:00,20240202-13,31.81,17098,26142
2024-02-02 14:00:00,20240202-14,32.45,17041,25909
2024-02-02 15:00:00,20240202-15,31.66,17118,25765
2024-02-02 16:00:00,20240202-16,31.53,17335,26028
2024-02-02 17:00:00,20240202-17,32.55,17863,25945
2024-02-02 18:00:00,20240202-18,51.04,18452,25999
2024-02-02 19:00:00,20240202-19,37.35,18869,26570
2024-02-02 20:00:00,20240202-20,35.76,18247,26495
2024-02-02 21:00:00,20240202-21,34.7,17983,26418
2024-02-02 22:00:00,20240202-22,31.79,17468,26276
2024-02-02 23:00:00,20240202-23,31.34,16606,26254
2024-02-03 00:00:00,20240203-0,36.45,15851,26311
2024-02-03 01:00:00,20240203-1,34.18,15287,26243
2024-02-03 02:00:00,20240203-2,32.98,14920,26160
2024-02-03 03:00:00,20240203-3,36.01,14637,26148
2024-02-03 04:00:00,20240203-4,36.92,14537,26129
2024-02-03 05:00:00,20240203-5,35.64,14644,26114
2024-02-03 06:00:00,20240203-6,31.28,15055,26086
2024-02-03 07:00:00,20240203-7,32.02,15684,25990
2024-02-03 08:00:00,20240203-8,34.2,16440,25414
2024-02-03 09:00:00,20240203-9,31.73,16661,25432
2024-02-03 10:00:00,20240203-10,31.44,16613,25461
2024-02-03 11:00:00,20240203-11,31.46,16483,25494
2024-02-03 12:00:00,20240203-12,31.35,16192,25558
2024-02-03 13:00:00,20240203-13,31.62,16143,25673
2024-02-03 14:00:00,20240203-14,28.17,15897,25690
2024-02-03 15:00:00,20240203-15,28.86,15817,25709
2024-02-03 16:00:00,20240203-16,30.09,16097,25649
2024-02-03 17:00:00,20240203-17,31.38,16757,25533
2024-02-03 18:00:00,20240203-18,36.41,17637,25518
2024-02-03 19:00:00,20240203-19,38.52,18257,26084
2024-02-03 20:00:00,20240203-20,46.53,17561,26132
2024-02-03 21:00:00,20240203-21,36.41,17141,26194
2024-02-03 22:00:00,20240203-22,32.94,16627,26203
2024-02-03 23:00:00,20240203-23,31.37,15926,26153
2024-02-04 00:00:00,20240204-0,31.53,15215,26130
2024-02-04 01:00:00,20240204-1,31.07,14757,25709
2024-02-04 02:00:00,20240204-2,36.13,14493,26097
2024-02-04 03:00:00,20240204-3,37.23,14193,26089
2024-02-04 04:00:00,20240204-4,37.48,14366,26069
2024-02-04 05:00:00,20240204-5,38.7,14546,26064
2024-02-04 06:00:00,20240204-6,36.24,14705,26072
2024-02-04 07:00:00,20240204-7,36.64,15164,26165
2024-02-04 08:00:00,20240204-8,33.08,15633,25516
2024-02-04 09:00:00,20240204-9,31.44,16036,25616
2024-02-04 10:00:00,20240204-10,31.44,16224,25720
2024-02-04 11:00:00,20240204-11,31.08,15877,25725
2024-02-04 12:00:00,20240204-12,27.11,15562,25736
2024-02-04 13:00:00,20240204-13,26.74,15218,25738
2024-02-04 14:00:00,20240204-14,25.8,15016,25751
2024-02-04 15:00:00,20240204-15,26.49,14921,25787
2024-02-04 16:00:00,20240204-16,24.09,15451,25750
2024-02-04 17:00:00,20240204-17,30.07,16494,25724
2024-02-04 18:00:00,20240204-18,31.48,17809,25716
2024-02-04 19:00:00,20240204-19,35.88,18154,25867
2024-02-04 20:00:00,20240204-20,34.07,18027,26513
2024-02-04 21:00:00,20240204-21,31.63,17649,26475
2024-02-04 22:00:00,20240204-22,31.5,17018,25752
2024-02-04 23:00:00,20240204-23,32.6,15931,25700
2024-02-05 00:00:00,20240205-0,31.34,15158,25745
2024-02-05 01:00:00,20240205-1,29.32,14644,25540
2024-02-05 02:00:00,20240205-2,29.97,14320,25523
2024-02-05 03:00:00,20240205-3,26.53,14205,25523
2024-02-05 04:00:00,20240205-4,26.52,14121,25443
2024-02-05 05:00:00,20240205-5,28.36,14329,25384
2024-02-05 06:00:00,20240205-6,31.41,15041,25431
2024-02-05 07:00:00,20240205-7,31.7,16568,25746
2024-02-05 08:00:00,20240205-8,47.64,17945,25808
2024-02-05 09:00:00,20240205-9,35.87,18088,25862
2024-02-05 10:00:00,20240205-10,37.04,18052,25777
2024-02-05 11:00:00,20240205-11,35.26,17966,25800
2024-02-05 12:00:00,20240205-12,31.66,17832,25855
2024-02-05 13:00:00,20240205-13,31.93,17611,25347
2024-02-05 14:00:00,20240205-14,31.52,17522,25774
2024-02-05 15:00:00,20240205-15,31.45,17216,25795
2024-02-05 16:00:00,20240205-16,30.61,17306,25800
2024-02-05 17:00:00,20240205-17,32.19,17941,25753
2024-02-05 18:00:00,20240205-18,35.76,18810,25723
2024-02-05 19:00:00,20240205-19,33.67,19030,25546
2024-02-05 20:00:00,20240205-20,33.68,18758,25333
2024-02-05 21:00:00,20240205-21,37.28,18416,25353
2024-02-05 22:00:00,20240205-22,46.95,17826,24917
2024-02-05 23:00:00,20240205-23,59.96,16888,24424
2024-02-06 00:00:00,20240206-0,35.53,16038,25110
2024-02-06 01:00:00,20240206-1,38.85,15403,25118
2024-02-06 02:00:00,20240206-2,39.53,14989,25118
2024-02-06 03:00:00,20240206-3,39.69,14867,25339
2024-02-06 04:00:00,20240206-4,38.9,14902,25363
2024-02-06 05:00:00,20240206-5,37.44,15150,25216
2024-02-06 06:00:00,20240206-6,32.94,15674,25070
2024-02-06 07:00:00,20240206-7,36.29,16790,25007
2024-02-06 08:00:00,20240206-8,41.03,18257,25035
2024-02-06 09:00:00,20240206-9,33.05,18017,24924
2024-02-06 10:00:00,20240206-10,32.83,17212,24975
2024-02-06 11:00:00,20240206-11,32.17,16599,25285
2024-02-06 12:00:00,20240206-12,31.81,16118,25352
2024-02-06 13:00:00,20240206-13,28.68,15900,25479
2024-02-06 14:00:00,20240206-14,28.62,15701,25569
2024-02-06 15:00:00,20240206-15,30.03,15763,25469
2024-02-06 16:00:00,20240206-16,31.44,16276,25423
2024-02-06 17:00:00,20240206-17,31.87,17266,25269
2024-02-06 18:00:00,20240206-18,41.5,18520,25152
2024-02-06 19:00:00,20240206-19,37.12,18983,25131
2024-02-06 20:00:00,20240206-20,47.12,18868,25179
2024-02-06 21:00:00,20240206-21,41.25,18480,25212
2024-02-06 22:00:00,20240206-22,43.21,17780,24915
2024-02-06 23:00:00,20240206-23,35.47,16755,24768
2024-02-07 00:00:00,20240207-0,31.7,15758,25463
2024-02-07 01:00:00,20240207-1,31.72,15013,25171
2024-02-07 02:00:00,20240207-2,36.86,14824,25128
2024-02-07 03:00:00,20240207-3,37.54,14653,25082
2024-02-07 04:00:00,20240207-4,36.35,14785,25080
