2023/05/09,1,11933,23988
2023/05/09,2,11701,23864
2023/05/09,3,11727,23812
2023/05/09,4,11978,23786
2023/05/09,5,12455,23646
2023/05/09,6,13358,23505
2023/05/09,7,14481,23603
2023/05/09,8,14713,23452
2023/05/09,9,14176,22986
2023/05/09,10,13995,22967
2023/05/09,11,13844,23057
2023/05/09,12,13443,22981
2023/05/09,13,13489,22762
2023/05/09,14,13520,22845
2023/05/09,15,13549,23273
2023/05/09,16,14128,23750
2023/05/09,17,14720,23585
2023/05/09,18,14979,23357
2023/05/09,19,15210,23115
2023/05/09,20,15573,22926
2023/05/09,21,15455,22936
2023/05/09,22,14464,22914
2023/05/09,23,13385,22795
2023/05/09,24,12610,22887
2023/05/10,1,12209,23643
2023/05/10,2,12077,23643
2023/05/10,3,12147,23643
2023/05/10,4,12201,23013
2023/05/10,5,12627,23037
2023/05/10,6,13474,23001
2023/05/10,7,14443,23112
2023/05/10,8,14507,23217
2023/05/10,9,14077,23054
2023/05/10,10,13966,23701
2023/05/10,11,13819,23688
2023/05/10,12,13771,23817
2023/05/10,13,13701,23961
2023/05/10,14,13665,24027
2023/05/10,15,13832,23975
2023/05/10,16,14204,24018
2023/05/10,17,14711,23975
2023/05/10,18,14927,23902
2023/05/10,19,15202,23966
2023/05/10,20,15510,24173
2023/05/10,21,15172,24451
2023/05/10,22,14225,24670
2023/05/10,23,13175,24959
2023/05/10,24,12507,24963
2023/05/11,1,11970,25032
2023/05/11,2,11506,24931
2023/05/11,3,11446,25023
2023/05/11,4,11488,25216
2023/05/11,5,12178,25115
2023/05/11,6,13235,25169
2023/05/11,7,14291,24841
2023/05/11,8,14386,24506
2023/05/11,9,14171,24224
2023/05/11,10,14141,23614
2023/05/11,11,14120,23646
2023/05/11,12,14023,23645
2023/05/11,13,14237,23870
2023/05/11,14,14351,24061
2023/05/11,15,14504,24159
2023/05/11,16,14989,24690
2023/05/11,17,15598,24739
2023/05/11,18,15900,24624
2023/05/11,19,16228,24621
2023/05/11,20,16331,24397
2023/05/11,21,16134,24259
2023/05/11,22,14994,24356
2023/05/11,23,13859,24401
2023/05/11,24,12817,24971
2023/05/12,1,12260,25097
2023/05/12,2,11995,25062
2023/05/12,3,11924,24920
2023/05/12,4,11888,24476
2023/05/12,5,12227,24329
2023/05/12,6,12925,23857
2023/05/12,7,14123,23096
2023/05/12,8,14698,23121
2023/05/12,9,14773,23237
2023/05/12,10,14988,23252
2023/05/12,11,15118,23277
2023/05/12,12,15294,23288
2023/05/12,13,15590,23514
2023/05/12,14,15868,23597
2023/05/12,15,16025,24330
2023/05/12,16,16405,24534
2023/05/12,17,16714,24441
2023/05/12,18,16702,24341
2023/05/12,19,16499,24261
2023/05/12,20,16354,24213
2023/05/12,21,16186,24301
2023/05/12,22,15146,24354
2023/05/12,23,14012,24317
2023/05/12,24,13114,24296
2023/05/13,1,12458,23405
2023/05/13,2,12154,23419
2023/05/13,3,11923,23785
2023/05/13,4,11899,23763
2023/05/13,5,11823,23763
2023/05/13,6,11676,23914
2023/05/13,7,12235,23937
2023/05/13,8,13084,23928
2023/05/13,9,13525,23968
2023/05/13,10,13745,23682
2023/05/13,11,13678,23728
2023/05/13,12,13736,23713
2023/05/13,13,13598,23790
2023/05/13,14,13710,23793
2023/05/13,15,13822,24132
2023/05/13,16,14296,24394
2023/05/13,17,14803,24459
2023/05/13,18,14921,24494
2023/05/13,19,14845,24387
2023/05/13,20,14559,24469
2023/05/13,21,14370,24634
2023/05/13,22,13534,24963
2023/05/13,23,12615,25389
2023/05/13,24,11814,25391
2023/05/14,1,11260,25359
2023/05/14,2,11035,25446
2023/05/14,3,10953,25533
2023/05/14,4,10887,26406
2023/05/14,5,11046,26082
2023/05/14,6,11130,26083
2023/05/14,7,11489,26017
2023/05/14,8,11887,25937
2023/05/14,9,12071,25783
2023/05/14,10,12282,25768
2023/05/14,11,12359,25464
2023/05/14,12,12318,25603
2023/05/14,13,12205,25659
2023/05/14,14,12173,25808
2023/05/14,15,12335,26054
2023/05/14,16,12746,26016
2023/05/14,17,13412,25979
2023/05/14,18,13781,25703
2023/05/14,19,14061,25514
2023/05/14,20,14436,25173
2023/05/14,21,14488,25137
2023/05/14,22,13838,25100
2023/05/14,23,12870,24850
2023/05/14,24,12171,25105
2023/05/15,1,11834,25227
2023/05/15,2,11580,25175
2023/05/15,3,11491,25095
2023/05/15,4,11580,24582
2023/05/15,5,12073,24067
2023/05/15,6,13005,24063
2023/05/15,7,14037,24125
2023/05/15,8,14260,24167
2023/05/15,9,14047,24226
2023/05/15,10,13995,24333
2023/05/15,11,13820,24462
2023/05/15,12,13958,24408
2023/05/15,13,14054,24596
2023/05/15,14,14087,25070
2023/05/15,15,14103,25228
2023/05/15,16,14588,25198
2023/05/15,17,15204,25566
2023/05/15,18,15436,25450
2023/05/15,19,15633,25301
2023/05/15,20,15702,25310
2023/05/15,21,15469,25442
2023/05/15,22,14403,25400
2023/05/15,23,13038,25486
2023/05/15,24,12226,26105
