2023/09/08,1,14611,22911
2023/09/08,2,14264,23585
2023/09/08,3,13991,23520
2023/09/08,4,13817,23389
2023/09/08,5,14219,23305
2023/09/08,6,15196,23276
2023/09/08,7,16279,23866
2023/09/08,8,16746,23911
2023/09/08,9,16631,23498
2023/09/08,10,16665,23489
2023/09/08,11,16898,23589
2023/09/08,12,16932,22979
2023/09/08,13,17127,22921
2023/09/08,14,16839,23783
2023/09/08,15,16746,23668
2023/09/08,16,16864,23623
2023/09/08,17,17440,23643
2023/09/08,18,16929,22685
2023/09/08,19,16736,22956
2023/09/08,20,16979,22658
2023/09/08,21,16358,22967
2023/09/08,22,15548,22824
2023/09/08,23,14499,22699
2023/09/08,24,13651,22692
2023/09/09,1,13174,22574
2023/09/09,2,12819,22211
2023/09/09,3,12648,22141
2023/09/09,4,12580,22171
2023/09/09,5,12701,22204
2023/09/09,6,13055,22219
2023/09/09,7,13401,22763
2023/09/09,8,13794,22858
2023/09/09,9,14003,22868
2023/09/09,10,14251,22940
2023/09/09,11,14592,22999
2023/09/09,12,15009,22967
2023/09/09,13,15123,22928
2023/09/09,14,15019,22944
2023/09/09,15,14920,22946
2023/09/09,16,15287,22983
2023/09/09,17,15793,22953
2023/09/09,18,15981,22309
2023/09/09,19,15996,22256
2023/09/09,20,16069,21939
2023/09/09,21,15590,22230
2023/09/09,22,14871,22202
2023/09/09,23,14034,21766
2023/09/09,24,13169,21735
2023/09/10,1,12666,22129
2023/09/10,2,12343,22095
2023/09/10,3,12165,22096
2023/09/10,4,12125,22172
2023/09/10,5,12252,22173
2023/09/10,6,12394,22145
2023/09/10,7,12729,22644
2023/09/10,8,13251,22672
2023/09/10,9,13815,22790
2023/09/10,10,14355,23310
2023/09/10,11,14832,23276
2023/09/10,12,15342,23014
2023/09/10,13,15597,23000
2023/09/10,14,15755,23028
2023/09/10,15,15887,23035
2023/09/10,16,16444,23023
2023/09/10,17,17219,23009
2023/09/10,18,17143,22438
2023/09/10,19,17151,23366
2023/09/10,20,17257,23414
2023/09/10,21,16538,23369
2023/09/10,22,15483,23343
2023/09/10,23,14584,23329
2023/09/10,24,13783,23317
2023/09/11,1,13186,23547
2023/09/11,2,12915,23547
2023/09/11,3,12738,23605
2023/09/11,4,12746,23595
2023/09/11,5,13121,23587
2023/09/11,6,14231,23509
2023/09/11,7,15463,23893
2023/09/11,8,15859,23872
2023/09/11,9,16045,23835
2023/09/11,10,16387,23806
2023/09/11,11,16909,23816
2023/09/11,12,17403,23819
2023/09/11,13,17714,23826
2023/09/11,14,17802,23831
2023/09/11,15,17976,23800
2023/09/11,16,18618,23751
2023/09/11,17,19016,23287
2023/09/11,18,18844,23265
2023/09/11,19,18685,23320
2023/09/11,20,18578,23297
2023/09/11,21,17787,23374
2023/09/11,22,16479,23131
2023/09/11,23,15196,23129
2023/09/11,24,14293,23120
2023/09/12,1,13760,23554
2023/09/12,2,13282,23614
2023/09/12,3,13123,23686
2023/09/12,4,13187,23689
2023/09/12,5,13399,23804
2023/09/12,6,14494,23988
2023/09/12,7,15828,25066
2023/09/12,8,16361,24608
2023/09/12,9,16662,24848
2023/09/12,10,17009,24868
2023/09/12,11,17037,24844
2023/09/12,12,17022,24955
2023/09/12,13,17246,25170
2023/09/12,14,17323,25028
2023/09/12,15,17401,24897
2023/09/12,16,17782,24707
2023/09/12,17,18064,24627
2023/09/12,18,17875,24243
2023/09/12,19,17823,24205
2023/09/12,20,17697,24231
2023/09/12,21,16863,24119
2023/09/12,22,15795,24248
2023/09/12,23,14627,24274
2023/09/12,24,13673,24010
2023/09/13,1,13005,23904
2023/09/13,2,12646,24245
2023/09/13,3,12560,24412
2023/09/13,4,12621,24289
2023/09/13,5,13072,24268
2023/09/13,6,14067,24228
2023/09/13,7,15067,24268
2023/09/13,8,15260,24712
2023/09/13,9,15247,24710
2023/09/13,10,15185,24783
2023/09/13,11,15294,24884
2023/09/13,12,15389,24974
2023/09/13,13,15545,24982
2023/09/13,14,15485,24918
2023/09/13,15,15605,25050
2023/09/13,16,15884,25036
2023/09/13,17,16244,24545
2023/09/13,18,16149,24497
2023/09/13,19,16313,24395
2023/09/13,20,16369,24236
2023/09/13,21,15722,24059
2023/09/13,22,14740,24129
2023/09/13,23,13655,23735
2023/09/13,24,12804,23982
2023/09/14,1,12338,23908
2023/09/14,2,12065,23856
2023/09/14,3,11925,23835
2023/09/14,4,12089,23817
2023/09/14,5,12518,23813
2023/09/14,6,13656,23816
2023/09/14,7,14709,24238
2023/09/14,8,14950,24138
2023/09/14,9,14690,24177
2023/09/14,10,14662,24107
2023/09/14,11,14914,24196
2023/09/14,12,15009,24340
2023/09/14,13,15180,24477
2023/09/14,14,15306,25002
2023/09/14,15,15463,24962
2023/09/14,16,15616,24951
2023/09/14,17,16023,24921
2023/09/14,18,16270,24287
2023/09/14,19,16389,24196
2023/09/14,20,16412,24166
2023/09/14,21,15750,24187
2023/09/14,22,14772,24199
2023/09/14,23,13673,24246
2023/09/14,24,12918,24217
